mode,sample,launches_per_event_interval,first,fe2o3_us,hipblaslt_us
synchronized_latency,521,1,hipblaslt,17.16,8.24
synchronized_latency,522,1,fe2o3,6.32,8.68
synchronized_latency,523,1,hipblaslt,9.8,11.08
synchronized_latency,524,1,fe2o3,7.36,9.32
synchronized_latency,525,1,hipblaslt,7.32,7.8
synchronized_latency,526,1,fe2o3,6.52,11.36
synchronized_latency,527,1,hipblaslt,7.36,7.68
synchronized_latency,528,1,fe2o3,6.36,9.96
synchronized_latency,529,1,hipblaslt,14.84,12.56
synchronized_latency,530,1,fe2o3,7.52,8.2
synchronized_latency,531,1,hipblaslt,9.2,11.28
synchronized_latency,532,1,fe2o3,7.24,8.76
synchronized_latency,533,1,hipblaslt,7.92,8.08
synchronized_latency,534,1,fe2o3,8.2,16.48
synchronized_latency,535,1,hipblaslt,13.76,11.6
synchronized_latency,536,1,fe2o3,8,11.48
synchronized_latency,537,1,hipblaslt,16.72,13.96
synchronized_latency,538,1,fe2o3,6.4,10.04
synchronized_latency,539,1,hipblaslt,10.4,17
synchronized_latency,540,1,fe2o3,8.64,11.92
synchronized_latency,541,1,hipblaslt,6.84,11.52
synchronized_latency,542,1,fe2o3,6.64,12.16
synchronized_latency,543,1,hipblaslt,7.36,11.48
synchronized_latency,544,1,fe2o3,18.64,18.6
synchronized_latency,545,1,hipblaslt,16.88,18.56
synchronized_latency,546,1,fe2o3,11.76,8.56
synchronized_latency,547,1,hipblaslt,10.56,18.52
synchronized_latency,548,1,fe2o3,6.36,21.6
synchronized_latency,549,1,hipblaslt,8.12,8
synchronized_latency,550,1,fe2o3,6.92,17
synchronized_latency,551,1,hipblaslt,12.64,20.36
synchronized_latency,552,1,fe2o3,6.48,9.24
synchronized_latency,553,1,hipblaslt,10.92,17.36
synchronized_latency,554,1,fe2o3,9.04,8.2
synchronized_latency,555,1,hipblaslt,8.88,8.04
synchronized_latency,556,1,fe2o3,6.4,8.24
synchronized_latency,557,1,hipblaslt,6.36,7.92
synchronized_latency,558,1,fe2o3,6.4,8.24
synchronized_latency,559,1,hipblaslt,6.44,8.04
synchronized_latency,560,1,fe2o3,6.52,8.24
synchronized_latency,561,1,hipblaslt,6.32,8.16
synchronized_latency,562,1,fe2o3,6.48,8.04
synchronized_latency,563,1,hipblaslt,6.44,8.08
synchronized_latency,564,1,fe2o3,6.4,8.12
synchronized_latency,565,1,hipblaslt,6.48,7.92
synchronized_latency,566,1,fe2o3,6.48,8
synchronized_latency,567,1,hipblaslt,6.4,8.04
synchronized_latency,568,1,fe2o3,6.68,7.88
synchronized_latency,569,1,hipblaslt,6.4,7.76
synchronized_latency,570,1,fe2o3,6.56,7.88
synchronized_latency,571,1,hipblaslt,6.44,11.16
synchronized_latency,572,1,fe2o3,6.48,10.44
synchronized_latency,573,1,hipblaslt,6.4,7.92
synchronized_latency,574,1,fe2o3,6.48,12.68
synchronized_latency,575,1,hipblaslt,6.36,9.88
synchronized_latency,576,1,fe2o3,6.32,7.8
synchronized_latency,577,1,hipblaslt,6.64,8.12
synchronized_latency,578,1,fe2o3,6.56,7.8
synchronized_latency,579,1,hipblaslt,7.4,7.92
synchronized_latency,580,1,fe2o3,6.76,7.96
synchronized_latency,581,1,hipblaslt,6.44,7.72
synchronized_latency,582,1,fe2o3,6.44,8.04
synchronized_latency,583,1,hipblaslt,6.56,7.8
synchronized_latency,584,1,fe2o3,6.44,7.84
synchronized_latency,585,1,hipblaslt,6.36,7.88
synchronized_latency,586,1,fe2o3,6.48,7.84
synchronized_latency,587,1,hipblaslt,6.4,7.76
synchronized_latency,588,1,fe2o3,6.52,7.8
synchronized_latency,589,1,hipblaslt,6.48,7.88
synchronized_latency,590,1,fe2o3,6.36,7.84
synchronized_latency,591,1,hipblaslt,6.56,7.801
synchronized_latency,592,1,fe2o3,6.48,7.76
synchronized_latency,593,1,hipblaslt,6.36,7.76
synchronized_latency,594,1,fe2o3,6.4,7.64
synchronized_latency,595,1,hipblaslt,6.48,7.76
synchronized_latency,596,1,fe2o3,6.44,7.8
synchronized_latency,597,1,hipblaslt,6.44,7.76
synchronized_latency,598,1,fe2o3,6.52,8.96
synchronized_latency,599,1,hipblaslt,10.16,7.8
synchronized_latency,600,1,fe2o3,6.32,7.72
synchronized_latency,601,1,hipblaslt,6.36,8.36
synchronized_latency,602,1,fe2o3,7.12,7.88
synchronized_latency,603,1,hipblaslt,6.56,7.92
synchronized_latency,604,1,fe2o3,6.52,8.24
synchronized_latency,605,1,hipblaslt,6.44,8
synchronized_latency,606,1,fe2o3,6.64,7.84
synchronized_latency,607,1,hipblaslt,7.12,7.8
synchronized_latency,608,1,fe2o3,6.48,8
synchronized_latency,609,1,hipblaslt,6.44,7.92
synchronized_latency,610,1,fe2o3,6.48,7.96
synchronized_latency,611,1,hipblaslt,6.36,7.88
synchronized_latency,612,1,fe2o3,6.4,7.92
synchronized_latency,613,1,hipblaslt,6.4,7.841
synchronized_latency,614,1,fe2o3,6.36,8.04
synchronized_latency,615,1,hipblaslt,6.56,7.96
synchronized_latency,616,1,fe2o3,6.52,7.92
synchronized_latency,617,1,hipblaslt,6.52,7.96
synchronized_latency,618,1,fe2o3,6.44,8.12
synchronized_latency,619,1,hipblaslt,6.6,7.92
synchronized_latency,620,1,fe2o3,6.48,8.04
synchronized_latency,621,1,hipblaslt,6.52,7.88
synchronized_latency,622,1,fe2o3,6.48,8.12
synchronized_latency,623,1,hipblaslt,6.44,7.76
synchronized_latency,624,1,fe2o3,6.48,8.12
synchronized_latency,625,1,hipblaslt,6.48,7.8
synchronized_latency,626,1,fe2o3,9.88,8.04
synchronized_latency,627,1,hipblaslt,6.52,10.08
synchronized_latency,628,1,fe2o3,6.52,7.84
synchronized_latency,629,1,hipblaslt,8.52,8.72
synchronized_latency,630,1,fe2o3,7.28,7.88
synchronized_latency,631,1,hipblaslt,6.4,7.96
synchronized_latency,632,1,fe2o3,6.52,8.28
synchronized_latency,633,1,hipblaslt,6.48,8.12
synchronized_latency,634,1,fe2o3,6.4,7.92
synchronized_latency,635,1,hipblaslt,6.48,7.72
synchronized_latency,636,1,fe2o3,6.52,7.96
synchronized_latency,637,1,hipblaslt,6.36,7.8
synchronized_latency,638,1,fe2o3,6.36,7.84
synchronized_latency,639,1,hipblaslt,6.4,8.16
synchronized_latency,640,1,fe2o3,6.36,7.84
synchronized_latency,641,1,hipblaslt,6.4,7.96
synchronized_latency,642,1,fe2o3,6.48,7.8
synchronized_latency,643,1,hipblaslt,6.52,7.84
synchronized_latency,644,1,fe2o3,6.4,7.8
synchronized_latency,645,1,hipblaslt,6.4,7.68
synchronized_latency,646,1,fe2o3,6.44,7.801
synchronized_latency,647,1,hipblaslt,6.52,7.84
synchronized_latency,648,1,fe2o3,6.44,7.84
synchronized_latency,649,1,hipblaslt,6.6,7.68
synchronized_latency,650,1,fe2o3,6.4,7.8
synchronized_latency,651,1,hipblaslt,6.4,7.68
synchronized_latency,652,1,fe2o3,6.44,7.84
synchronized_latency,653,1,hipblaslt,8.72,7.72
synchronized_latency,654,1,fe2o3,6.48,10.84
synchronized_latency,655,1,hipblaslt,6.44,7.72
synchronized_latency,656,1,fe2o3,6.44,7.84
synchronized_latency,657,1,hipblaslt,8.361,9.88
synchronized_latency,658,1,fe2o3,6.52,7.92
synchronized_latency,659,1,hipblaslt,6.44,7.76
synchronized_latency,660,1,fe2o3,6.6,8.04
synchronized_latency,661,1,hipblaslt,6.44,8
synchronized_latency,662,1,fe2o3,6.44,9.08
synchronized_latency,663,1,hipblaslt,6.32,7.76
synchronized_latency,664,1,fe2o3,6.36,11.32
synchronized_latency,665,1,hipblaslt,6.4,7.76
synchronized_latency,666,1,fe2o3,6.36,7.96
synchronized_latency,667,1,hipblaslt,11.84,7.84
synchronized_latency,668,1,fe2o3,6.44,7.76
synchronized_latency,669,1,hipblaslt,8.16,7.8
synchronized_latency,670,1,fe2o3,6.44,9.08
synchronized_latency,671,1,hipblaslt,8.08,7.92
synchronized_latency,672,1,fe2o3,6.4,12.16
synchronized_latency,673,1,hipblaslt,8.96,7.8
synchronized_latency,674,1,fe2o3,6.4,8.96
synchronized_latency,675,1,hipblaslt,6.72,8.12
synchronized_latency,676,1,fe2o3,6.36,8.36
synchronized_latency,677,1,hipblaslt,9.8,8.08
synchronized_latency,678,1,fe2o3,6.44,15.92
synchronized_latency,679,1,hipblaslt,15.16,8.2
synchronized_latency,680,1,fe2o3,6.44,7.8
synchronized_latency,681,1,hipblaslt,10.64,7.92
synchronized_latency,682,1,fe2o3,6.4,8.36
synchronized_latency,683,1,hipblaslt,12.56,8.08
synchronized_latency,684,1,fe2o3,6.52,11.04
synchronized_latency,685,1,hipblaslt,10.56,9.92
synchronized_latency,686,1,fe2o3,6.48,9.4
synchronized_latency,687,1,hipblaslt,9.68,8.04
synchronized_latency,688,1,fe2o3,6.32,10.36
synchronized_latency,689,1,hipblaslt,10.92,8.12
synchronized_latency,690,1,fe2o3,6.44,7.92
synchronized_latency,691,1,hipblaslt,10.36,8.12
synchronized_latency,692,1,fe2o3,6.52,8.68
synchronized_latency,693,1,hipblaslt,8.28,7.96
synchronized_latency,694,1,fe2o3,6.32,8.56
synchronized_latency,695,1,hipblaslt,12.36,8.16
synchronized_latency,696,1,fe2o3,6.4,19.4
synchronized_latency,697,1,hipblaslt,19.56,15.84
synchronized_latency,698,1,fe2o3,7.64,11.72
synchronized_latency,699,1,hipblaslt,17.72,8.28
synchronized_latency,700,1,fe2o3,7.08,7.76
synchronized_latency,701,1,hipblaslt,10.96,8.92
synchronized_latency,702,1,fe2o3,6.56,8.28
synchronized_latency,703,1,hipblaslt,12.24,7.84
synchronized_latency,704,1,fe2o3,7.2,10.12
synchronized_latency,705,1,hipblaslt,11.32,8.8
synchronized_latency,706,1,fe2o3,6.44,15.04
synchronized_latency,707,1,hipblaslt,12.64,17.68
synchronized_latency,708,1,fe2o3,7.92,13.841
synchronized_latency,709,1,hipblaslt,10.76,11.8
synchronized_latency,710,1,fe2o3,7.28,12.16
synchronized_latency,711,1,hipblaslt,11.04,8.04
synchronized_latency,712,1,fe2o3,7.92,22.4
synchronized_latency,713,1,hipblaslt,12.52,7.84
synchronized_latency,714,1,fe2o3,6.52,11.44
synchronized_latency,715,1,hipblaslt,9.4,7.68
synchronized_latency,716,1,fe2o3,7.48,12.12
synchronized_latency,717,1,hipblaslt,12.24,16.24
synchronized_latency,718,1,fe2o3,6.6,11.92
synchronized_latency,719,1,hipblaslt,10.76,8.48
synchronized_latency,720,1,fe2o3,21.84,23.2
synchronized_latency,721,1,hipblaslt,21.16,7.8
synchronized_latency,722,1,fe2o3,6.48,7.8
synchronized_latency,723,1,hipblaslt,11.24,17.56
synchronized_latency,724,1,fe2o3,7.44,11.52
synchronized_latency,725,1,hipblaslt,6.48,11.4
synchronized_latency,726,1,fe2o3,6.52,7.92
synchronized_latency,727,1,hipblaslt,6.48,7.76
synchronized_latency,728,1,fe2o3,6.48,8
synchronized_latency,729,1,hipblaslt,6.56,7.6
synchronized_latency,730,1,fe2o3,6.4,7.8
synchronized_latency,731,1,hipblaslt,6.44,7.8
synchronized_latency,732,1,fe2o3,6.4,7.84
synchronized_latency,733,1,hipblaslt,6.48,7.84
synchronized_latency,734,1,fe2o3,6.52,7.92
synchronized_latency,735,1,hipblaslt,6.32,7.88
synchronized_latency,736,1,fe2o3,6.36,7.8
synchronized_latency,737,1,hipblaslt,6.44,7.76
synchronized_latency,738,1,fe2o3,6.52,8.04
synchronized_latency,739,1,hipblaslt,6.36,13.56
synchronized_latency,740,1,fe2o3,6.52,7.92
synchronized_latency,741,1,hipblaslt,6.52,7.88
synchronized_latency,742,1,fe2o3,6.44,9.88
synchronized_latency,743,1,hipblaslt,6.52,8.6
synchronized_latency,744,1,fe2o3,6.52,8.001
synchronized_latency,745,1,hipblaslt,6.56,7.84
synchronized_latency,746,1,fe2o3,6.48,7.96
synchronized_latency,747,1,hipblaslt,6.36,8
synchronized_latency,748,1,fe2o3,6.52,8.04
synchronized_latency,749,1,hipblaslt,6.4,7.88
synchronized_latency,750,1,fe2o3,6.48,7.88
synchronized_latency,751,1,hipblaslt,6.48,7.72
synchronized_latency,752,1,fe2o3,6.44,7.84
synchronized_latency,753,1,hipblaslt,6.36,7.88
synchronized_latency,754,1,fe2o3,6.32,7.88
synchronized_latency,755,1,hipblaslt,6.4,7.84
synchronized_latency,756,1,fe2o3,6.52,7.76
synchronized_latency,757,1,hipblaslt,6.52,7.8
synchronized_latency,758,1,fe2o3,6.44,7.76
synchronized_latency,759,1,hipblaslt,6.36,7.84
synchronized_latency,760,1,fe2o3,6.48,7.88
synchronized_latency,761,1,hipblaslt,6.4,7.92
synchronized_latency,762,1,fe2o3,6.56,7.88
synchronized_latency,763,1,hipblaslt,6.4,7.88
synchronized_latency,764,1,fe2o3,6.44,7.84
synchronized_latency,765,1,hipblaslt,6.36,7.88
synchronized_latency,766,1,fe2o3,6.4,10.6
synchronized_latency,767,1,hipblaslt,6.52,7.88
synchronized_latency,768,1,fe2o3,9.48,7.88
synchronized_latency,769,1,hipblaslt,6.36,7.88
synchronized_latency,770,1,fe2o3,7.24,8.6
synchronized_latency,771,1,hipblaslt,6.4,8.04
synchronized_latency,772,1,fe2o3,6.52,7.88
synchronized_latency,773,1,hipblaslt,6.48,8.04
synchronized_latency,774,1,fe2o3,6.6,8
synchronized_latency,775,1,hipblaslt,6.44,7.76
synchronized_latency,776,1,fe2o3,6.48,7.84
synchronized_latency,777,1,hipblaslt,6.6,7.96
synchronized_latency,778,1,fe2o3,6.56,7.8
synchronized_latency,779,1,hipblaslt,6.44,7.84
synchronized_latency,780,1,fe2o3,6.44,7.88
synchronized_latency,781,1,hipblaslt,6.48,7.96
synchronized_latency,782,1,fe2o3,6.52,7.96
synchronized_latency,783,1,hipblaslt,6.52,7.88
synchronized_latency,784,1,fe2o3,6.44,7.88
synchronized_latency,785,1,hipblaslt,6.48,7.76
synchronized_latency,786,1,fe2o3,6.44,7.84
synchronized_latency,787,1,hipblaslt,6.52,7.88
synchronized_latency,788,1,fe2o3,6.52,8.08
synchronized_latency,789,1,hipblaslt,6.52,8.12
synchronized_latency,790,1,fe2o3,6.36,7.88
synchronized_latency,791,1,hipblaslt,6.4,8
synchronized_latency,792,1,fe2o3,6.6,8
synchronized_latency,793,1,hipblaslt,6.56,7.96
synchronized_latency,794,1,fe2o3,10,8.12
synchronized_latency,795,1,hipblaslt,6.32,8.04
synchronized_latency,796,1,fe2o3,6.4,7.88
synchronized_latency,797,1,hipblaslt,7.16,8
synchronized_latency,798,1,fe2o3,8.76,7.96
synchronized_latency,799,1,hipblaslt,6.48,8.2
synchronized_latency,800,1,fe2o3,6.521,8.08
synchronized_latency,801,1,hipblaslt,6.56,7.96
synchronized_latency,802,1,fe2o3,6.36,8.04
synchronized_latency,803,1,hipblaslt,7.24,7.84
synchronized_latency,804,1,fe2o3,6.48,7.84
synchronized_latency,805,1,hipblaslt,6.48,7.8
synchronized_latency,806,1,fe2o3,6.44,7.84
synchronized_latency,807,1,hipblaslt,6.48,7.8
synchronized_latency,808,1,fe2o3,6.52,7.92
synchronized_latency,809,1,hipblaslt,6.4,7.8
synchronized_latency,810,1,fe2o3,6.44,7.76
synchronized_latency,811,1,hipblaslt,6.44,7.88
synchronized_latency,812,1,fe2o3,6.36,7.96
synchronized_latency,813,1,hipblaslt,6.36,7.8
synchronized_latency,814,1,fe2o3,6.52,7.72
synchronized_latency,815,1,hipblaslt,6.44,7.68
synchronized_latency,816,1,fe2o3,6.44,7.76
synchronized_latency,817,1,hipblaslt,6.32,7.88
synchronized_latency,818,1,fe2o3,6.48,7.84
synchronized_latency,819,1,hipblaslt,6.32,7.76
synchronized_latency,820,1,fe2o3,6.4,8
synchronized_latency,821,1,hipblaslt,11.96,7.88
synchronized_latency,822,1,fe2o3,6.48,7.84
synchronized_latency,823,1,hipblaslt,6.52,8.2
synchronized_latency,824,1,fe2o3,6.44,7.84
synchronized_latency,825,1,hipblaslt,6.48,8.24
synchronized_latency,826,1,fe2o3,6.6,7.8
synchronized_latency,827,1,hipblaslt,6.36,7.76
synchronized_latency,828,1,fe2o3,6.48,7.8
synchronized_latency,829,1,hipblaslt,6.6,7.84
synchronized_latency,830,1,fe2o3,6.48,7.76
synchronized_latency,831,1,hipblaslt,6.44,7.68
synchronized_latency,832,1,fe2o3,6.4,7.92
synchronized_latency,833,1,hipblaslt,6.32,7.88
synchronized_latency,834,1,fe2o3,6.4,13.4
synchronized_latency,835,1,hipblaslt,10.28,8.2
synchronized_latency,836,1,fe2o3,6.56,8.32
synchronized_latency,837,1,hipblaslt,6.4,8.16
synchronized_latency,838,1,fe2o3,6.56,8.2
synchronized_latency,839,1,hipblaslt,7.4,7.92
synchronized_latency,840,1,fe2o3,13.8,8.28
synchronized_latency,841,1,hipblaslt,8.76,8.04
synchronized_latency,842,1,fe2o3,6.52,8.56
synchronized_latency,843,1,hipblaslt,7.96,8.12
synchronized_latency,844,1,fe2o3,6.36,8.64
synchronized_latency,845,1,hipblaslt,6.6,7.8
synchronized_latency,846,1,fe2o3,6.4,8.96
synchronized_latency,847,1,hipblaslt,8.44,7.84
synchronized_latency,848,1,fe2o3,6.64,9.28
synchronized_latency,849,1,hipblaslt,12.6,8.04
synchronized_latency,850,1,fe2o3,6.48,7.401
synchronized_latency,851,1,hipblaslt,8.68,8.08
synchronized_latency,852,1,fe2o3,6.48,12.04
synchronized_latency,853,1,hipblaslt,8.28,7.8
synchronized_latency,854,1,fe2o3,6.36,8.52
synchronized_latency,855,1,hipblaslt,7.36,7.8
synchronized_latency,856,1,fe2o3,6.4,11.2
synchronized_latency,857,1,hipblaslt,10.8,7.72
synchronized_latency,858,1,fe2o3,6.4,11.681
synchronized_latency,859,1,hipblaslt,8.12,7.76
synchronized_latency,860,1,fe2o3,6.48,16.84
synchronized_latency,861,1,hipblaslt,11.56,13.04
synchronized_latency,862,1,fe2o3,9.56,13.68
synchronized_latency,863,1,hipblaslt,11,13.28
synchronized_latency,864,1,fe2o3,7.92,8.8
synchronized_latency,865,1,hipblaslt,14.12,11.56
synchronized_latency,866,1,fe2o3,6.68,8
synchronized_latency,867,1,hipblaslt,9.16,11.88
synchronized_latency,868,1,fe2o3,8.32,15.08
synchronized_latency,869,1,hipblaslt,24.8,11.16
synchronized_latency,870,1,fe2o3,7.8,9.2
synchronized_latency,871,1,hipblaslt,8.16,11.4
synchronized_latency,872,1,fe2o3,13.92,11.24
synchronized_latency,873,1,hipblaslt,13.16,7.8
synchronized_latency,874,1,fe2o3,6.56,8.8
synchronized_latency,875,1,hipblaslt,11.2,11
synchronized_latency,876,1,fe2o3,8.68,22.64
synchronized_latency,877,1,hipblaslt,8.72,15.84
synchronized_latency,878,1,fe2o3,6.68,10.68
synchronized_latency,879,1,hipblaslt,9.28,8
synchronized_latency,880,1,fe2o3,7.28,10.68
synchronized_latency,881,1,hipblaslt,17.681,18.24
synchronized_latency,882,1,fe2o3,7.56,19
synchronized_latency,883,1,hipblaslt,8.84,14.8
synchronized_latency,884,1,fe2o3,8.68,10.2
synchronized_latency,885,1,hipblaslt,9.56,8
synchronized_latency,886,1,fe2o3,6.48,12.4
synchronized_latency,887,1,hipblaslt,11.56,10.4
synchronized_latency,888,1,fe2o3,6.68,10.76
synchronized_latency,889,1,hipblaslt,22,16.12
synchronized_latency,890,1,fe2o3,6.4,7.88
synchronized_latency,891,1,hipblaslt,6.48,8.08
synchronized_latency,892,1,fe2o3,6.52,8.52
synchronized_latency,893,1,hipblaslt,6.32,8
synchronized_latency,894,1,fe2o3,6.4,8.2
synchronized_latency,895,1,hipblaslt,6.44,8.08
synchronized_latency,896,1,fe2o3,6.36,8.08
synchronized_latency,897,1,hipblaslt,6.44,7.88
synchronized_latency,898,1,fe2o3,6.6,8
synchronized_latency,899,1,hipblaslt,6.36,7.84
synchronized_latency,900,1,fe2o3,6.44,7.92
synchronized_latency,901,1,hipblaslt,6.36,7.76
synchronized_latency,902,1,fe2o3,6.48,7.88
synchronized_latency,903,1,hipblaslt,6.32,7.88
synchronized_latency,904,1,fe2o3,6.4,7.88
synchronized_latency,905,1,hipblaslt,6.36,7.8
synchronized_latency,906,1,fe2o3,6.48,8.04
synchronized_latency,907,1,hipblaslt,6.36,7.84
synchronized_latency,908,1,fe2o3,6.48,10.64
synchronized_latency,909,1,hipblaslt,8.76,7.8
synchronized_latency,910,1,fe2o3,6.32,7.841
synchronized_latency,911,1,hipblaslt,6.52,7.96
synchronized_latency,912,1,fe2o3,7.12,7.6
synchronized_latency,913,1,hipblaslt,6.44,7.76
synchronized_latency,914,1,fe2o3,6.52,7.84
synchronized_latency,915,1,hipblaslt,6.44,7.76
synchronized_latency,916,1,fe2o3,6.4,7.84
synchronized_latency,917,1,hipblaslt,6.32,7.64
synchronized_latency,918,1,fe2o3,6.32,7.8
synchronized_latency,919,1,hipblaslt,6.36,7.96
synchronized_latency,920,1,fe2o3,6.44,7.84
synchronized_latency,921,1,hipblaslt,6.36,7.72
synchronized_latency,922,1,fe2o3,6.48,7.8
synchronized_latency,923,1,hipblaslt,6.6,7.84
synchronized_latency,924,1,fe2o3,6.4,7.88
synchronized_latency,925,1,hipblaslt,6.48,7.72
synchronized_latency,926,1,fe2o3,6.6,7.84
synchronized_latency,927,1,hipblaslt,6.44,7.76
synchronized_latency,928,1,fe2o3,6.52,7.84
synchronized_latency,929,1,hipblaslt,6.36,7.72
synchronized_latency,930,1,fe2o3,6.52,8.32
synchronized_latency,931,1,hipblaslt,6.44,8.12
synchronized_latency,932,1,fe2o3,6.4,8.161
synchronized_latency,933,1,hipblaslt,6.36,8
synchronized_latency,934,1,fe2o3,6.56,8.04
synchronized_latency,935,1,hipblaslt,10.2,8
synchronized_latency,936,1,fe2o3,6.56,8.04
synchronized_latency,937,1,hipblaslt,6.52,7.88
synchronized_latency,938,1,fe2o3,6.56,8.16
synchronized_latency,939,1,hipblaslt,7.16,8.76
synchronized_latency,940,1,fe2o3,6.48,7.92
synchronized_latency,941,1,hipblaslt,6.4,7.72
synchronized_latency,942,1,fe2o3,6.44,7.88
synchronized_latency,943,1,hipblaslt,6.32,7.84
synchronized_latency,944,1,fe2o3,6.48,7.84
synchronized_latency,945,1,hipblaslt,6.48,7.68
synchronized_latency,946,1,fe2o3,6.52,7.72
synchronized_latency,947,1,hipblaslt,6.36,7.84
synchronized_latency,948,1,fe2o3,6.4,7.76
synchronized_latency,949,1,hipblaslt,6.48,7.68
synchronized_latency,950,1,fe2o3,6.44,7.72
synchronized_latency,951,1,hipblaslt,6.4,7.68
synchronized_latency,952,1,fe2o3,6.44,7.84
synchronized_latency,953,1,hipblaslt,6.32,7.84
synchronized_latency,954,1,fe2o3,6.44,7.72
synchronized_latency,955,1,hipblaslt,6.48,7.72
synchronized_latency,956,1,fe2o3,6.44,7.88
synchronized_latency,957,1,hipblaslt,6.44,7.8
synchronized_latency,958,1,fe2o3,6.36,7.84
synchronized_latency,959,1,hipblaslt,6.44,8
synchronized_latency,960,1,fe2o3,6.44,8.04
synchronized_latency,961,1,hipblaslt,6.32,7.68
synchronized_latency,962,1,fe2o3,6.52,8
synchronized_latency,963,1,hipblaslt,6.4,11
synchronized_latency,964,1,fe2o3,6.48,10.32
synchronized_latency,965,1,hipblaslt,6.36,7.92
synchronized_latency,966,1,fe2o3,6.52,8.04
synchronized_latency,967,1,hipblaslt,6.48,8.44
synchronized_latency,968,1,fe2o3,6.36,8.04
synchronized_latency,969,1,hipblaslt,6.48,7.8
synchronized_latency,970,1,fe2o3,6.44,8.04
synchronized_latency,971,1,hipblaslt,6.64,7.8
synchronized_latency,972,1,fe2o3,9.68,7.84
synchronized_latency,973,1,hipblaslt,6.48,7.68
synchronized_latency,974,1,fe2o3,6.6,7.84
synchronized_latency,975,1,hipblaslt,6.44,7.96
synchronized_latency,976,1,fe2o3,6.4,7.8
synchronized_latency,977,1,hipblaslt,6.48,7.68
synchronized_latency,978,1,fe2o3,6.48,7.92
synchronized_latency,979,1,hipblaslt,6.52,7.72
synchronized_latency,980,1,fe2o3,6.48,7.8
synchronized_latency,981,1,hipblaslt,6.48,7.88
synchronized_latency,982,1,fe2o3,6.52,7.88
synchronized_latency,983,1,hipblaslt,6.56,7.8
synchronized_latency,984,1,fe2o3,6.44,7.88
synchronized_latency,985,1,hipblaslt,6.44,7.8
synchronized_latency,986,1,fe2o3,6.48,7.88
synchronized_latency,987,1,hipblaslt,6.4,7.76
synchronized_latency,988,1,fe2o3,6.48,7.92
synchronized_latency,989,1,hipblaslt,6.48,7.72
synchronized_latency,990,1,fe2o3,6.4,10.88
synchronized_latency,991,1,hipblaslt,6.48,7.8
synchronized_latency,992,1,fe2o3,6.36,7.88
synchronized_latency,993,1,hipblaslt,7.52,7.68
synchronized_latency,994,1,fe2o3,7.16,7.96
synchronized_latency,995,1,hipblaslt,6.44,8.12
synchronized_latency,996,1,fe2o3,6.4,7.96
synchronized_latency,997,1,hipblaslt,6.36,8
synchronized_latency,998,1,fe2o3,6.4,8.24
synchronized_latency,999,1,hipblaslt,6.36,8.601
synchronized_latency,1000,1,fe2o3,6.48,7.92
synchronized_latency,1001,1,hipblaslt,14.4,8.08
synchronized_latency,1002,1,fe2o3,6.4,11.12
synchronized_latency,1003,1,hipblaslt,6.4,13.16
synchronized_latency,1004,1,fe2o3,6.44,7.92
synchronized_latency,1005,1,hipblaslt,6.52,12.44
synchronized_latency,1006,1,fe2o3,6.4,8.08
synchronized_latency,1007,1,hipblaslt,6.48,11.72
synchronized_latency,1008,1,fe2o3,8.56,8.161
synchronized_latency,1009,1,hipblaslt,6.4,11.48
synchronized_latency,1010,1,fe2o3,6.36,8.32
synchronized_latency,1011,1,hipblaslt,6.36,31
synchronized_latency,1012,1,fe2o3,6.52,7.92
synchronized_latency,1013,1,hipblaslt,6.4,9.08
synchronized_latency,1014,1,fe2o3,6.44,11.36
synchronized_latency,1015,1,hipblaslt,6.32,7.84
synchronized_latency,1016,1,fe2o3,6.441,12.12
synchronized_latency,1017,1,hipblaslt,6.36,8.96
synchronized_latency,1018,1,fe2o3,6.32,7.8
synchronized_latency,1019,1,hipblaslt,6.76,10.68
synchronized_latency,1020,1,fe2o3,7.96,7.84
synchronized_latency,1021,1,hipblaslt,6.36,10.44
synchronized_latency,1022,1,fe2o3,6.36,7.84
synchronized_latency,1023,1,hipblaslt,7.76,8.84
synchronized_latency,1024,1,fe2o3,8.48,8.04
synchronized_latency,1025,1,hipblaslt,7.56,16.24
synchronized_latency,1026,1,fe2o3,6.6,7.72
synchronized_latency,1027,1,hipblaslt,8.04,9.32
synchronized_latency,1028,1,fe2o3,7.44,16.12
synchronized_latency,1029,1,hipblaslt,14.16,13.2
synchronized_latency,1030,1,fe2o3,7.96,7.88
synchronized_latency,1031,1,hipblaslt,7.28,9
synchronized_latency,1032,1,fe2o3,10.721,11.4
synchronized_latency,1033,1,hipblaslt,6.76,17.44
synchronized_latency,1034,1,fe2o3,9.32,18.56
synchronized_latency,1035,1,hipblaslt,7.16,11.88
synchronized_latency,1036,1,fe2o3,7.08,12.84
synchronized_latency,1037,1,hipblaslt,6.56,16
synchronized_latency,1038,1,fe2o3,7.84,8.12
synchronized_latency,1039,1,hipblaslt,6.6,16.96
synchronized_latency,1040,1,fe2o3,14.76,8.12
synchronized_latency,1041,1,hipblaslt,13.72,21.12
synchronized_latency,1042,1,fe2o3,7.8,18.8
synchronized_latency,1043,1,hipblaslt,6.52,14.84
synchronized_latency,1044,1,fe2o3,7.52,8
synchronized_latency,1045,1,hipblaslt,8.32,9.24
synchronized_latency,1046,1,fe2o3,6.72,7.88
synchronized_latency,1047,1,hipblaslt,11.8,14.321
